"id","csv_id","sample","individual","species","file_name","camera","collection_date","sample_station","nature_density","habitat","plot_number","type","determiner","notes","max_feret_diameter","perimeter","area","holes","area_plus_holes","exposure_time","framerate","light_intensity","aperture","image_path","operator","roi_left","roi_top","roi_right","roi_bottom","date","machine","roi_centroid","img_time","previous_img_time","interval","previous_roi_centroid","roi_centroid_difference","distance_mm","duration","speed","area_mm"
392306,"2020-210128",209926,"209926_1","Coleoptera","1_209926_1_2021_02_05-11-25-03-641.PNG",1,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,251,850,7890,44,7934,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,4,464,468,2021-02-05 11:25:03,"standard",236,2021-02-05 11:25:03.641,NA,NA,NA,NA,NA,NA,NA,3.11845374208987
392307,"2020-210128",209926,"209926_1","Coleoptera","1_209926_1_2021_02_05-11-25-03-675.PNG",1,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,250,824,7834,52,7886,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,19,464,483,2021-02-05 11:25:03,"standard",251,2021-02-05 11:25:03.675,2021-02-05 11:25:03.641,0,236,15,0.298210142723374,0.0339999198913574,8.77090721614252,3.09632023010546
392308,"2020-210128",209926,"209926_1","Coleoptera","1_209926_1_2021_02_05-11-25-03-715.PNG",1,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,249,840,7788,10,7798,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,33,464,497,2021-02-05 11:25:03,"standard",265,2021-02-05 11:25:03.715,2021-02-05 11:25:03.675,0,251,14,0.278329466541816,0.0399999618530273,6.95824329944332,3.0781391309754
392309,"2020-210128",209926,"209926_1","Coleoptera","1_209926_1_2021_02_05-11-25-03-762.PNG",1,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,247,826,7729,10,7739,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,47,464,511,2021-02-05 11:25:03,"standard",279,2021-02-05 11:25:03.762,2021-02-05 11:25:03.715,0,265,14,0.278329466541816,0.0470001697540283,5.92188215486096,3.05481989513468
392310,"2020-210128",209926,"209926_1","Coleoptera","1_209926_1_2021_02_05-11-25-03-792.PNG",1,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,248,816,7708,56,7764,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,62,464,526,2021-02-05 11:25:03,"standard",294,2021-02-05 11:25:03.792,2021-02-05 11:25:03.762,0,279,15,0.298210142723374,0.0299999713897705,9.94034757063332,3.04651982814053
392312,"2020-210128",209926,"209926_1","Coleoptera","1_209926_1_2021_02_05-11-25-03-847.PNG",1,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,245,789,7562,55,7617,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,90,464,554,2021-02-05 11:25:03,"standard",322,2021-02-05 11:25:03.847,2021-02-05 11:25:03.818,0,308,14,0.278329466541816,0.0289998054504395,9.59763219851526,2.98881460046687
392313,"2020-210128",209926,"209926_1","Coleoptera","1_209926_1_2021_02_05-11-25-03-871.PNG",1,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,244,788,7533,41,7574,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,104,464,568,2021-02-05 11:25:03,"standard",336,2021-02-05 11:25:03.871,2021-02-05 11:25:03.847,0,322,14,0.278329466541816,0.0240001678466797,11.5969800011345,2.97735260318923
392314,"2020-210128",209926,"209926_1","Coleoptera","1_209926_1_2021_02_05-11-25-03-893.PNG",1,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,244,788,7515,48,7563,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,117,464,581,2021-02-05 11:25:03,"standard",349,2021-02-05 11:25:03.893,2021-02-05 11:25:03.871,0,336,13,0.258448790360258,0.0219998359680176,11.7477598803909,2.97023826005138
392315,"2020-210128",209926,"209926_1","Coleoptera","1_209926_1_2021_02_05-11-25-03-916.PNG",1,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,245,806,7456,51,7507,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,131,464,595,2021-02-05 11:25:03,"standard",363,2021-02-05 11:25:03.916,2021-02-05 11:25:03.893,0,349,14,0.278329466541816,0.0230000019073486,12.1012801504546,2.94691902421066
392316,"2020-210128",209926,"209926_1","Coleoptera","1_209926_1_2021_02_05-11-25-03-936.PNG",1,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,243,819,7432,14,7446,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,145,464,609,2021-02-05 11:25:03,"standard",377,2021-02-05 11:25:03.936,2021-02-05 11:25:03.916,0,363,14,0.278329466541816,0.0200002193450928,13.916320703258,2.9374332333602
392317,"2020-210128",209926,"209926_1","Coleoptera","1_209926_1_2021_02_05-11-25-03-957.PNG",1,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,244,819,7394,14,7408,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,159,464,623,2021-02-05 11:25:03,"standard",391,2021-02-05 11:25:03.957,2021-02-05 11:25:03.936,0,377,14,0.278329466541816,0.0209999084472656,13.253841903204,2.92241406451363
392318,"2020-210128",209926,"209926_1","Coleoptera","1_209926_1_2021_02_05-11-25-03-979.PNG",1,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,242,792,7346,62,7408,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,172,464,636,2021-02-05 11:25:03,"standard",404,2021-02-05 11:25:03.979,2021-02-05 11:25:03.957,0,391,13,0.258448790360258,0.0220000743865967,11.7476325679024,2.9034424828127
392319,"2020-210128",209926,"209926_1","Coleoptera","1_209926_1_2021_02_05-11-25-04-002.PNG",1,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,242,818,7324,12,7336,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,186,464,650,2021-02-05 11:25:04,"standard",418,2021-02-05 11:25:04.002,2021-02-05 11:25:03.979,0,404,14,0.278329466541816,0.0230000019073486,12.1012801504546,2.89474717453311
392320,"2020-210128",209926,"209926_1","Coleoptera","1_209926_1_2021_02_05-11-25-04-025.PNG",1,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,241,816,7257,18,7275,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,199,464,663,2021-02-05 11:25:04,"standard",431,2021-02-05 11:25:04.025,2021-02-05 11:25:04.002,0,418,13,0.258448790360258,0.0230000019073486,11.2369029968507,2.8682660084089
392321,"2020-210128",209926,"209926_1","Coleoptera","1_209926_1_2021_02_05-11-25-04-046.PNG",1,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,241,779,7245,63,7308,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,213,464,677,2021-02-05 11:25:04,"standard",445,2021-02-05 11:25:04.046,2021-02-05 11:25:04.025,0,431,14,0.278329466541816,0.0209999084472656,13.253841903204,2.86352311298367
392322,"2020-210128",209926,"209926_1","Coleoptera","1_209926_1_2021_02_05-11-25-04-068.PNG",1,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,240,778,7192,57,7249,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,227,464,691,2021-02-05 11:25:04,"standard",459,2021-02-05 11:25:04.068,2021-02-05 11:25:04.046,0,445,14,0.278329466541816,0.0220000743865967,12.6512966115872,2.84257532485556
392323,"2020-210128",209926,"209926_1","Coleoptera","1_209926_1_2021_02_05-11-25-04-091.PNG",1,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,240,805,7194,22,7216,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,240,464,704,2021-02-05 11:25:04,"standard",472,2021-02-05 11:25:04.091,2021-02-05 11:25:04.068,0,459,13,0.258448790360258,0.0230000019073486,11.2369029968507,2.84336580742643
392324,"2020-210128",209926,"209926_1","Coleoptera","1_209926_1_2021_02_05-11-25-04-114.PNG",1,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,238,802,7140,24,7164,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,254,464,718,2021-02-05 11:25:04,"standard",486,2021-02-05 11:25:04.114,2021-02-05 11:25:04.091,0,472,14,0.278329466541816,0.0230000019073486,12.1012801504546,2.82202277801289
392325,"2020-210128",209926,"209926_1","Coleoptera","1_209926_1_2021_02_05-11-25-04-136.PNG",1,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,238,799,7097,17,7114,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,267,464,731,2021-02-05 11:25:04,"standard",499,2021-02-05 11:25:04.136,2021-02-05 11:25:04.114,0,486,13,0.258448790360258,0.0219998359680176,11.7477598803909,2.80502740273914
392326,"2020-210128",209926,"209926_1","Coleoptera","1_209926_1_2021_02_05-11-25-04-159.PNG",1,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,238,797,7110,19,7129,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,281,464,745,2021-02-05 11:25:04,"standard",513,2021-02-05 11:25:04.159,2021-02-05 11:25:04.136,0,499,14,0.278329466541816,0.0230000019073486,12.1012801504546,2.81016553944981
392327,"2020-210128",209926,"209926_1","Coleoptera","1_209926_1_2021_02_05-11-25-04-183.PNG",1,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,235,782,7037,10,7047,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,295,464,759,2021-02-05 11:25:04,"standard",527,2021-02-05 11:25:04.183,2021-02-05 11:25:04.159,0,513,14,0.278329466541816,0.0240001678466797,11.5969800011345,2.78131292561298
392328,"2020-210128",209926,"209926_1","Coleoptera","1_209926_1_2021_02_05-11-25-04-207.PNG",1,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,236,793,7028,11,7039,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,308,464,772,2021-02-05 11:25:04,"standard",540,2021-02-05 11:25:04.207,2021-02-05 11:25:04.183,0,527,13,0.258448790360258,0.0239999294281006,10.7687312637532,2.77775575404406
392329,"2020-210128",209926,"209926_1","Coleoptera","1_209926_1_2021_02_05-11-25-04-228.PNG",1,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,235,787,7020,11,7031,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,322,464,786,2021-02-05 11:25:04,"standard",554,2021-02-05 11:25:04.228,2021-02-05 11:25:04.207,0,540,14,0.278329466541816,0.0209999084472656,13.253841903204,2.77459382376057
392330,"2020-210128",209926,"209926_1","Coleoptera","1_209926_1_2021_02_05-11-25-04-251.PNG",1,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,235,790,6989,11,7000,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,335,464,799,2021-02-05 11:25:04,"standard",567,2021-02-05 11:25:04.251,2021-02-05 11:25:04.228,0,554,13,0.258448790360258,0.0230000019073486,11.2369029968507,2.76234134391206
392331,"2020-210128",209926,"209926_1","Coleoptera","1_209926_1_2021_02_05-11-25-04-272.PNG",1,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,233,804,6984,11,6995,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,349,464,813,2021-02-05 11:25:04,"standard",581,2021-02-05 11:25:04.272,2021-02-05 11:25:04.251,0,567,14,0.278329466541816,0.0210001468658447,13.253691429868,2.76036513748488
392332,"2020-210128",209926,"209926_1","Coleoptera","1_209926_1_2021_02_05-11-25-04-294.PNG",1,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,233,796,6916,9,6925,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,363,464,827,2021-02-05 11:25:04,"standard",595,2021-02-05 11:25:04.294,2021-02-05 11:25:04.272,0,581,14,0.278329466541816,0.0219998359680176,12.6514337173441,2.73348873007523
392333,"2020-210128",209926,"209926_1","Coleoptera","1_209926_1_2021_02_05-11-25-04-317.PNG",1,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,233,789,6886,10,6896,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,377,464,841,2021-02-05 11:25:04,"standard",609,2021-02-05 11:25:04.317,2021-02-05 11:25:04.294,0,595,14,0.278329466541816,0.0230000019073486,12.1012801504546,2.72163149151215
392334,"2020-210128",209926,"209926_1","Coleoptera","1_209926_1_2021_02_05-11-25-04-340.PNG",1,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,232,790,6882,13,6895,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,390,464,854,2021-02-05 11:25:04,"standard",622,2021-02-05 11:25:04.34,2021-02-05 11:25:04.317,0,609,13,0.258448790360258,0.0230000019073486,11.2369029968507,2.72005052637041
392335,"2020-210128",209926,"209926_1","Coleoptera","1_209926_1_2021_02_05-11-25-04-362.PNG",1,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,232,778,6882,10,6892,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,404,464,868,2021-02-05 11:25:04,"standard",636,2021-02-05 11:25:04.362,2021-02-05 11:25:04.34,0,622,14,0.278329466541816,0.0220000743865967,12.6512966115872,2.72005052637041
392336,"2020-210128",209926,"209926_1","Coleoptera","1_209926_1_2021_02_05-11-25-04-385.PNG",1,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,231,778,6868,16,6884,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,418,464,882,2021-02-05 11:25:04,"standard",650,2021-02-05 11:25:04.385,2021-02-05 11:25:04.362,0,636,14,0.278329466541816,0.0230000019073486,12.1012801504546,2.7145171483743
392337,"2020-210128",209926,"209926_1","Coleoptera","1_209926_1_2021_02_05-11-25-04-407.PNG",1,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,230,784,6855,14,6869,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,431,464,895,2021-02-05 11:25:04,"standard",663,2021-02-05 11:25:04.407,2021-02-05 11:25:04.385,0,650,13,0.258448790360258,0.0220000743865967,11.7476325679024,2.70937901166364
392338,"2020-210128",209926,"209926_1","Coleoptera","1_209926_1_2021_02_05-11-25-04-429.PNG",1,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,230,791,6798,10,6808,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,445,464,909,2021-02-05 11:25:04,"standard",677,2021-02-05 11:25:04.429,2021-02-05 11:25:04.407,0,663,14,0.278329466541816,0.0219998359680176,12.6514337173441,2.68685025839379
392339,"2020-210128",209926,"209926_1","Coleoptera","1_209926_1_2021_02_05-11-25-04-451.PNG",1,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,228,785,6810,12,6822,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,459,464,923,2021-02-05 11:25:04,"standard",691,2021-02-05 11:25:04.451,2021-02-05 11:25:04.429,0,677,14,0.278329466541816,0.0220000743865967,12.6512966115872,2.69159315381902
392340,"2020-210128",209926,"209926_1","Coleoptera","2_209926_1_2021_02_05-11-25-03-693.PNG",2,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,194,635,6416,26,6442,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,2,464,466,2021-02-05 11:25:03,"standard",234,2021-02-05 11:25:03.693,NA,NA,NA,NA,NA,NA,NA,2.53586808735724
392341,"2020-210128",209926,"209926_1","Coleoptera","2_209926_1_2021_02_05-11-25-03-736.PNG",2,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,193,605,6434,47,6481,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,17,464,481,2021-02-05 11:25:03,"standard",249,2021-02-05 11:25:03.736,2021-02-05 11:25:03.693,0,234,15,0.298210142723374,0.0429999828338623,6.93512236680558,2.54298243049509
392342,"2020-210128",209926,"209926_1","Coleoptera","2_209926_1_2021_02_05-11-25-03-776.PNG",2,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,193,602,6452,39,6491,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,32,464,496,2021-02-05 11:25:03,"standard",264,2021-02-05 11:25:03.776,2021-02-05 11:25:03.736,0,249,15,0.298210142723374,0.0399999618530273,7.45526067797499,2.55009677363294
392343,"2020-210128",209926,"209926_1","Coleoptera","2_209926_1_2021_02_05-11-25-03-806.PNG",2,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,192,591,6463,36,6499,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,46,464,510,2021-02-05 11:25:03,"standard",278,2021-02-05 11:25:03.806,2021-02-05 11:25:03.776,0,264,14,0.278329466541816,0.0299999713897705,9.2776577325911,2.55444442777273
392344,"2020-210128",209926,"209926_1","Coleoptera","2_209926_1_2021_02_05-11-25-03-831.PNG",2,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,191,583,6480,33,6513,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,61,464,525,2021-02-05 11:25:03,"standard",293,2021-02-05 11:25:03.831,2021-02-05 11:25:03.806,0,278,15,0.298210142723374,0.0250000953674316,11.9283602058519,2.56116352962514
392345,"2020-210128",209926,"209926_1","Coleoptera","2_209926_1_2021_02_05-11-25-03-858.PNG",2,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,192,583,6553,21,6574,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,75,464,539,2021-02-05 11:25:03,"standard",307,2021-02-05 11:25:03.858,2021-02-05 11:25:03.831,0,293,14,0.278329466541816,0.0269999504089355,10.3085176945252,2.59001614346197
392346,"2020-210128",209926,"209926_1","Coleoptera","2_209926_1_2021_02_05-11-25-03-883.PNG",2,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,192,577,6571,17,6588,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,89,464,553,2021-02-05 11:25:03,"standard",321,2021-02-05 11:25:03.883,2021-02-05 11:25:03.858,0,307,14,0.278329466541816,0.0249998569488525,11.1332423665965,2.59713048659982
392347,"2020-210128",209926,"209926_1","Coleoptera","2_209926_1_2021_02_05-11-25-03-906.PNG",2,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,192,575,6614,16,6630,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,102,464,566,2021-02-05 11:25:03,"standard",334,2021-02-05 11:25:03.906,2021-02-05 11:25:03.883,0,321,13,0.258448790360258,0.0230000019073486,11.2369029968507,2.61412586187356
392348,"2020-210128",209926,"209926_1","Coleoptera","2_209926_1_2021_02_05-11-25-03-926.PNG",2,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,192,573,6671,9,6680,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,116,464,580,2021-02-05 11:25:03,"standard",348,2021-02-05 11:25:03.926,2021-02-05 11:25:03.906,0,334,14,0.278329466541816,0.0200002193450928,13.916320703258,2.63665461514342
392349,"2020-210128",209926,"209926_1","Coleoptera","2_209926_1_2021_02_05-11-25-03-946.PNG",2,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,193,570,6755,1,6756,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,130,464,594,2021-02-05 11:25:03,"standard",362,2021-02-05 11:25:03.946,2021-02-05 11:25:03.926,0,348,14,0.278329466541816,0.0199999809265137,13.9164865988866,2.66985488312004
392350,"2020-210128",209926,"209926_1","Coleoptera","2_209926_1_2021_02_05-11-25-03-968.PNG",2,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,192,583,6780,1,6781,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,143,464,607,2021-02-05 11:25:03,"standard",375,2021-02-05 11:25:03.968,2021-02-05 11:25:03.946,0,362,13,0.258448790360258,0.0219998359680176,11.7477598803909,2.67973591525594
392351,"2020-210128",209926,"209926_1","Coleoptera","2_209926_1_2021_02_05-11-25-03-989.PNG",2,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,193,571,6804,2,6806,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,157,464,621,2021-02-05 11:25:03,"standard",389,2021-02-05 11:25:03.989,2021-02-05 11:25:03.968,0,375,14,0.278329466541816,0.0210001468658447,13.253691429868,2.6892217061064
392352,"2020-210128",209926,"209926_1","Coleoptera","2_209926_1_2021_02_05-11-25-04-011.PNG",2,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,193,576,6850,2,6852,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,170,464,634,2021-02-05 11:25:04,"standard",402,2021-02-05 11:25:04.011,2021-02-05 11:25:03.989,0,389,13,0.258448790360258,0.0219998359680176,11.7477598803909,2.70740280523646
392353,"2020-210128",209926,"209926_1","Coleoptera","2_209926_1_2021_02_05-11-25-04-035.PNG",2,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,194,578,6895,1,6896,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,184,464,648,2021-02-05 11:25:04,"standard",416,2021-02-05 11:25:04.035,2021-02-05 11:25:04.011,0,402,14,0.278329466541816,0.0240001678466797,11.5969800011345,2.72518866308108
392354,"2020-210128",209926,"209926_1","Coleoptera","2_209926_1_2021_02_05-11-25-04-056.PNG",2,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,194,581,6923,2,6925,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,198,464,662,2021-02-05 11:25:04,"standard",430,2021-02-05 11:25:04.056,2021-02-05 11:25:04.035,0,416,14,0.278329466541816,0.0209999084472656,13.253841903204,2.73625541907328
392355,"2020-210128",209926,"209926_1","Coleoptera","2_209926_1_2021_02_05-11-25-04-077.PNG",2,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,195,582,6945,0,6945,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,211,464,675,2021-02-05 11:25:04,"standard",443,2021-02-05 11:25:04.077,2021-02-05 11:25:04.056,0,430,13,0.258448790360258,0.0209999084472656,12.307138910118,2.74495072735287
392356,"2020-210128",209926,"209926_1","Coleoptera","2_209926_1_2021_02_05-11-25-04-103.PNG",2,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,195,589,6987,0,6987,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,224,464,688,2021-02-05 11:25:04,"standard",456,2021-02-05 11:25:04.103,2021-02-05 11:25:04.077,0,443,13,0.258448790360258,0.0260000228881836,9.94032934016057,2.76155086134119
392357,"2020-210128",209926,"209926_1","Coleoptera","2_209926_1_2021_02_05-11-25-04-126.PNG",2,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,196,590,7011,3,7014,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,238,464,702,2021-02-05 11:25:04,"standard",470,2021-02-05 11:25:04.126,2021-02-05 11:25:04.103,0,456,14,0.278329466541816,0.0230000019073486,12.1012801504546,2.77103665219165
392358,"2020-210128",209926,"209926_1","Coleoptera","2_209926_1_2021_02_05-11-25-04-146.PNG",2,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,197,596,7051,4,7055,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,251,464,715,2021-02-05 11:25:04,"standard",483,2021-02-05 11:25:04.146,2021-02-05 11:25:04.126,0,470,13,0.258448790360258,0.0199999809265137,12.9224518418233,2.78684630360909
392359,"2020-210128",209926,"209926_1","Coleoptera","2_209926_1_2021_02_05-11-25-04-172.PNG",2,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,197,590,7066,2,7068,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,265,464,729,2021-02-05 11:25:04,"standard",497,2021-02-05 11:25:04.172,2021-02-05 11:25:04.146,0,483,14,0.278329466541816,0.0260000228881836,10.7049700586345,2.79277492289063
392360,"2020-210128",209926,"209926_1","Coleoptera","2_209926_1_2021_02_05-11-25-04-192.PNG",2,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,197,595,7103,1,7104,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,278,464,742,2021-02-05 11:25:04,"standard",510,2021-02-05 11:25:04.192,2021-02-05 11:25:04.172,0,497,13,0.258448790360258,0.0199999809265137,12.9224518418233,2.80739885045176
392361,"2020-210128",209926,"209926_1","Coleoptera","2_209926_1_2021_02_05-11-25-04-217.PNG",2,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,198,600,7113,1,7114,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,292,464,756,2021-02-05 11:25:04,"standard",524,2021-02-05 11:25:04.217,2021-02-05 11:25:04.192,0,510,14,0.278329466541816,0.0250000953674316,11.1331361921285,2.81135126330612
392362,"2020-210128",209926,"209926_1","Coleoptera","2_209926_1_2021_02_05-11-25-04-238.PNG",2,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,199,594,7139,6,7145,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,306,464,770,2021-02-05 11:25:04,"standard",538,2021-02-05 11:25:04.238,2021-02-05 11:25:04.217,0,524,14,0.278329466541816,0.0209999084472656,13.253841903204,2.82162753672745
392363,"2020-210128",209926,"209926_1","Coleoptera","2_209926_1_2021_02_05-11-25-04-261.PNG",2,2020-09-02,"PM8V","high","PM",8,"V","CLM",NA,199,607,7140,2,7142,2000,50,100,8,"\images\Expo_2000_Ap_8\Coleoptera inpart\209926\209926_1","CLM",0,319,464,783,2021-02-05 11:25:04,"standard",551,2021-02-05 11:25:04.261,2021-02-05 11:25:04.238,0,538,13,0.258448790360258,0.0230000019073486,11.2369029968507,2.82202277801289
